date,product,category,quantity_sold,initial_stock,wasted_quantity,price,promotion,day_of_week,month,is_weekend,is_summer,weather_effect
2025-07-14 04:07:02.979607,pommes,produce,57,65,8,1.3603937364610268,0,0,7,0,1,18.686032191630023
2025-07-14 04:07:02.979607,bananes,produce,67,77,10,1.4315446617911836,1,0,7,0,1,0.348075404998322
2025-07-13 04:07:02.979608,lait_frais,dairy,74,90,16,9.139948528167219,0,6,7,1,1,-0.16568409822520075
2025-07-13 04:07:02.979608,yaourt,dairy,72,83,11,1.010036021892117,0,6,7,1,1,6.833245115160919
2025-07-13 04:07:02.979608,fromage,dairy,71,79,8,2.4978776564447265,0,6,7,1,1,-7.73029709602703
2025-07-13 04:07:02.979608,steak_boeuf,meat,51,54,3,7.041113677866993,0,6,7,1,1,-8.707277716437414
2025-07-13 04:07:02.979608,poulet_frais,meat,60,69,9,11.186110509889216,0,6,7,1,1,1.4342656685749322
2025-07-13 04:07:02.979608,saumon,fish,92,100,8,2.330791515655902,1,6,7,1,1,8.715243860879342
2025-07-13 04:07:02.979608,crevettes,fish,61,71,10,10.686094714251823,0,6,7,1,1,3.374820747263991
2025-07-13 04:07:02.979608,tomates,produce,59,68,9,7.50565255823231,0,6,7,1,1,-2.6330780687791617
2025-07-13 04:07:02.979608,salade,produce,71,79,8,6.8956646620771425,0,6,7,1,1,-0.23050556085466192
2025-07-13 04:07:02.979608,carottes,produce,75,82,7,3.7738303855300783,0,6,7,1,1,12.785751679393744
2025-07-13 04:07:02.979608,pommes,produce,80,89,9,1.6267574416388162,0,6,7,1,1,22.919112668186862
2025-07-13 04:07:02.979608,bananes,produce,68,83,15,12.51707098071445,0,6,7,1,1,18.674620041613508
2025-07-12 04:07:02.979609,lait_frais,dairy,49,59,10,7.181476145304558,0,5,7,1,1,-8.935950137191204
2025-07-12 04:07:02.979609,yaourt,dairy,48,58,10,13.388974455829533,0,5,7,1,1,-16.41380115602097
2025-07-12 04:07:02.979609,fromage,dairy,75,88,13,7.891026566024536,0,5,7,1,1,8.293237725828623
2025-07-12 04:07:02.979609,steak_boeuf,meat,68,71,3,4.427198222024162,0,5,7,1,1,-6.316515245136439
2025-07-12 04:07:02.979609,poulet_frais,meat,66,78,12,2.1142340632085945,0,5,7,1,1,-2.165231975361736
2025-07-12 04:07:02.979609,saumon,fish,89,102,13,5.720828492365339,1,5,7,1,1,-9.392415406820069
2025-07-12 04:07:02.979609,crevettes,fish,86,96,10,9.974084802489818,0,5,7,1,1,26.378817522602
2025-07-12 04:07:02.979609,tomates,produce,79,85,6,11.20418713284034,0,5,7,1,1,3.0187338072101175
2025-07-12 04:07:02.979609,salade,produce,91,101,10,12.642034962746335,1,5,7,1,1,-6.003856928711057
2025-07-12 04:07:02.979609,carottes,produce,77,85,8,7.558457319219212,1,5,7,1,1,1.3965368956535082
2025-07-12 04:07:02.979609,pommes,produce,96,107,11,13.68189145999028,1,5,7,1,1,9.102157836647454
2025-07-12 04:07:02.979609,bananes,produce,83,95,12,3.9540936839053646,1,5,7,1,1,-1.8352817215715307
2025-07-11 04:07:02.979610,lait_frais,dairy,68,77,9,12.740705146772795,0,4,7,0,1,14.488201083377154
2025-07-11 04:07:02.979610,yaourt,dairy,49,57,8,4.824234685179231,0,4,7,0,1,-3.150819279089234
2025-07-11 04:07:02.979610,fromage,dairy,52,67,15,6.092157295899579,0,4,7,0,1,9.588163064676724
2025-07-11 04:07:02.979610,steak_boeuf,meat,67,76,9,4.097329477293571,0,4,7,0,1,11.27686294516429
2025-07-11 04:07:02.979610,poulet_frais,meat,77,92,15,12.785321926403464,0,4,7,0,1,23.246989143234174
2025-07-11 04:07:02.979610,saumon,fish,51,60,9,4.186855501471493,0,4,7,0,1,-5.289467627246989
2025-07-11 04:07:02.979610,crevettes,fish,63,68,5,12.971531907964161,0,4,7,0,1,13.181970672340253
2025-07-11 04:07:02.979610,tomates,produce,53,61,8,10.870885978875307,1,4,7,0,1,-13.581749214775936
2025-07-11 04:07:02.979610,salade,produce,67,76,9,4.28277609496438,1,4,7,0,1,-1.4365952989711814
2025-07-11 04:07:02.979610,carottes,produce,48,56,8,8.989304105731048,0,4,7,0,1,-1.650805650030461
2025-07-11 04:07:02.979610,pommes,produce,77,84,7,9.192726995499953,1,4,7,0,1,8.983595683469856
2025-07-11 04:07:02.979610,bananes,produce,58,64,6,2.477191049616815,0,4,7,0,1,11.247767199858124
2025-07-10 04:07:02.979611,lait_frais,dairy,52,67,15,3.67472616192156,0,3,7,0,1,-1.7167365392478335
2025-07-10 04:07:02.979611,yaourt,dairy,79,90,11,7.927598392699882,1,3,7,0,1,10.984848760518187
2025-07-10 04:07:02.979611,fromage,dairy,55,67,12,4.926485138865134,1,3,7,0,1,-19.41858659379406
2025-07-10 04:07:02.979611,steak_boeuf,meat,54,64,10,9.80467202893061,0,3,7,0,1,-0.03804133670799383
2025-07-10 04:07:02.979611,poulet_frais,meat,36,45,9,1.8895001139348602,0,3,7,0,1,-3.656770825305199
2025-07-10 04:07:02.979611,saumon,fish,53,61,8,10.849396762541426,0,3,7,0,1,5.04270748038384
2025-07-10 04:07:02.979611,crevettes,fish,57,64,7,12.533224498887531,0,3,7,0,1,4.91445510894402
2025-07-10 04:07:02.979611,tomates,produce,54,63,9,11.96606129414413,0,3,7,0,1,-2.290810309217097
2025-07-10 04:07:02.979611,salade,produce,62,71,9,10.597540687876727,0,3,7,0,1,-6.286702470308604
2025-07-10 04:07:02.979611,carottes,produce,42,55,13,5.178309256068648,1,3,7,0,1,-26.1813319869228
2025-07-10 04:07:02.979611,pommes,produce,60,65,5,3.141204610655966,0,3,7,0,1,7.841464163534985
2025-07-10 04:07:02.979611,bananes,produce,36,52,16,6.107453348309996,0,3,7,0,1,-8.980272263244585
2025-07-09 04:07:02.979612,lait_frais,dairy,48,56,8,5.054157865390179,0,2,7,0,1,-10.984092179625527
2025-07-09 04:07:02.979612,yaourt,dairy,45,54,9,4.571221113899574,0,2,7,0,1,-6.191229482499317
2025-07-09 04:07:02.979612,fromage,dairy,32,45,13,8.809341760296082,0,2,7,0,1,-8.497209214776962
2025-07-09 04:07:02.979612,steak_boeuf,meat,42,50,8,11.26762589068868,0,2,7,0,1,-4.8298392607284075
2025-07-09 04:07:02.979612,poulet_frais,meat,65,71,6,8.351971924774816,0,2,7,0,1,6.932176016587041
2025-07-09 04:07:02.979612,saumon,fish,22,33,11,8.672300961207892,0,2,7,0,1,-20.276772716708486
2025-07-09 04:07:02.979612,crevettes,fish,43,55,12,6.764467346263404,0,2,7,0,1,-10.260808441956243
2025-07-09 04:07:02.979612,tomates,produce,49,70,21,9.718377869284685,0,2,7,0,1,3.8142561753434197
2025-07-09 04:07:02.979612,salade,produce,60,67,7,1.3078113085505305,0,2,7,0,1,12.685832356474693
2025-07-09 04:07:02.979612,carottes,produce,61,70,9,10.744439697847591,0,2,7,0,1,4.91412756355527
2025-07-09 04:07:02.979612,pommes,produce,48,60,12,6.914241060432308,0,2,7,0,1,1.454272174057594
2025-07-09 04:07:02.979612,bananes,produce,40,48,8,12.862154437496915,0,2,7,0,1,-7.037103993314333
2025-07-08 04:07:02.979613,lait_frais,dairy,69,81,12,3.651052261086079,1,1,7,0,1,0.19599616577628293
2025-07-08 04:07:02.979613,yaourt,dairy,43,56,13,4.626492017446861,0,1,7,0,1,-8.024300398648368
2025-07-08 04:07:02.979613,fromage,dairy,48,58,10,4.7894444835140515,0,1,7,0,1,-5.166141987601078
2025-07-08 04:07:02.979613,steak_boeuf,meat,57,67,10,10.747100105697815,1,1,7,0,1,-10.232532233755844
2025-07-08 04:07:02.979613,poulet_frais,meat,41,52,11,7.045271411002769,0,1,7,0,1,-1.0813899039141674
2025-07-08 04:07:02.979613,saumon,fish,87,97,10,11.991006061889179,1,1,7,0,1,11.121006192213386
2025-07-08 04:07:02.979613,crevettes,fish,75,86,11,1.6898311501588006,1,1,7,0,1,-1.330031639300636
2025-07-08 04:07:02.979613,tomates,produce,45,53,8,8.432026480038662,0,1,7,0,1,-13.208922825061611
2025-07-08 04:07:02.979613,salade,produce,31,40,9,11.69054671459822,0,1,7,0,1,-2.8790607686792025
2025-07-08 04:07:02.979613,carottes,produce,51,56,5,7.118472156296791,0,1,7,0,1,2.4503866431540593
2025-07-08 04:07:02.979613,pommes,produce,29,36,7,6.928143268597094,0,1,7,0,1,-18.402663847955687
2025-07-08 04:07:02.979613,bananes,produce,63,77,14,7.881199161645572,0,1,7,0,1,13.281660539573327
2025-07-07 04:07:02.979614,lait_frais,dairy,64,76,12,7.298778935197075,1,0,7,0,1,-7.871740699869964
2025-07-07 04:07:02.979614,yaourt,dairy,52,62,10,3.930028661421678,0,0,7,0,1,2.033594599987677
2025-07-07 04:07:02.979614,fromage,dairy,53,62,9,1.671408254117827,0,0,7,0,1,3.6539424192514076
2025-07-07 04:07:02.979614,steak_boeuf,meat,55,61,6,4.550994640779257,0,0,7,0,1,-0.3916211544275943
2025-07-07 04:07:02.979614,poulet_frais,meat,40,46,6,9.22784519678067,0,0,7,0,1,-3.9338229774465705
2025-07-07 04:07:02.979614,saumon,fish,60,69,9,3.8957195486325187,0,0,7,0,1,-7.624179506029144
2025-07-07 04:07:02.979614,crevettes,fish,58,72,14,11.999332427222386,0,0,7,0,1,5.5290522859948155
2025-07-07 04:07:02.979614,tomates,produce,44,50,6,6.3477206364812435,0,0,7,0,1,-9.365920062436421
2025-07-07 04:07:02.979614,salade,produce,95,102,7,8.282530311934636,1,0,7,0,1,8.331577666294347
2025-07-07 04:07:02.979614,carottes,produce,39,47,8,3.395434697787626,0,0,7,0,1,-6.302492950044362
2025-07-07 04:07:02.979614,pommes,produce,61,78,17,4.4710542972813005,0,0,7,0,1,2.408767572004076
2025-07-07 04:07:02.979614,bananes,produce,48,58,10,3.5370526105906417,0,0,7,0,1,-6.656934648935469
2025-07-06 04:07:02.979615,lait_frais,dairy,79,89,10,5.425468431172539,0,6,7,1,1,7.151743901280584
2025-07-06 04:07:02.979615,yaourt,dairy,62,82,20,11.26659072203607,0,6,7,1,1,-0.5111869301537766
2025-07-06 04:07:02.979615,fromage,dairy,82,94,12,4.5308336302306325,0,6,7,1,1,5.206894964226687
2025-07-06 04:07:02.979615,steak_boeuf,meat,53,62,9,6.969684790887619,0,6,7,1,1,-10.795328521660391
2025-07-06 04:07:02.979615,poulet_frais,meat,80,93,13,5.5345377361253085,0,6,7,1,1,14.622546040347288
2025-07-06 04:07:02.979615,saumon,fish,53,67,14,10.43868963261001,0,6,7,1,1,-2.9045391622778904
2025-07-06 04:07:02.979615,crevettes,fish,95,104,9,2.339661624812016,1,6,7,1,1,3.333698512608781
2025-07-06 04:07:02.979615,tomates,produce,52,61,9,10.513725712017575,0,6,7,1,1,-24.928104993953536
2025-07-06 04:07:02.979615,salade,produce,58,72,14,8.58846683136083,0,6,7,1,1,6.149446390313781
2025-07-06 04:07:02.979615,carottes,produce,82,90,8,6.428700599416496,0,6,7,1,1,5.0968307724232895
2025-07-06 04:07:02.979615,pommes,produce,50,54,4,11.75789499564139,0,6,7,1,1,-9.546181019500601
2025-07-06 04:07:02.979615,bananes,produce,80,90,10,11.679186740261276,0,6,7,1,1,5.182189504454115
2025-07-05 04:07:02.979616,lait_frais,dairy,73,83,10,5.8687813664621284,0,5,7,1,1,8.197397172580947
2025-07-05 04:07:02.979616,yaourt,dairy,63,69,6,6.712281277991135,0,5,7,1,1,-1.9547264358597383
2025-07-05 04:07:02.979616,fromage,dairy,77,82,5,14.305316520749304,0,5,7,1,1,8.72153105684055
2025-07-05 04:07:02.979616,steak_boeuf,meat,86,92,6,12.877848170027155,0,5,7,1,1,3.240364427065333
2025-07-05 04:07:02.979616,poulet_frais,meat,69,76,7,6.729494032995562,0,5,7,1,1,9.764313771980682
2025-07-05 04:07:02.979616,saumon,fish,68,78,10,9.459633223816953,1,5,7,1,1,-11.321491407160067
2025-07-05 04:07:02.979616,crevettes,fish,63,72,9,2.275922747255901,0,5,7,1,1,-9.489528277686782
2025-07-05 04:07:02.979616,tomates,produce,60,69,9,9.174015742312216,0,5,7,1,1,-9.06902874722061
2025-07-05 04:07:02.979616,salade,produce,47,61,14,6.769310534855548,0,5,7,1,1,-14.239581121976068
2025-07-05 04:07:02.979616,carottes,produce,67,73,6,12.350226513225778,0,5,7,1,1,1.7852916972047785
2025-07-05 04:07:02.979616,pommes,produce,65,73,8,10.939063028079447,0,5,7,1,1,-14.955415364982038
2025-07-05 04:07:02.979616,bananes,produce,65,78,13,9.487032991090723,0,5,7,1,1,-0.12298449308057612
2025-07-04 04:07:02.979617,lait_frais,dairy,40,47,7,10.215972967966202,0,4,7,0,1,-5.7811345871564335
2025-07-04 04:07:02.979617,yaourt,dairy,42,53,11,9.027622762567853,0,4,7,0,1,-2.58008536197609
2025-07-04 04:07:02.979617,fromage,dairy,51,61,10,8.04506890056147,0,4,7,0,1,-11.204179189363892
2025-07-04 04:07:02.979617,steak_boeuf,meat,49,57,8,6.972286614761507,1,4,7,0,1,-7.54866196571921
2025-07-04 04:07:02.979617,poulet_frais,meat,99,109,10,11.551325930734137,1,4,7,0,1,19.33359747714357
2025-07-04 04:07:02.979617,saumon,fish,66,78,12,4.006423033717004,1,4,7,0,1,2.567507986617876
2025-07-04 04:07:02.979617,crevettes,fish,52,61,9,14.749083300898832,0,4,7,0,1,5.510170602262995
2025-07-04 04:07:02.979617,tomates,produce,40,51,11,6.86262586675717,0,4,7,0,1,-7.334820666782794
2025-07-04 04:07:02.979617,salade,produce,59,64,5,2.4143954508776195,0,4,7,0,1,10.108397350203136
2025-07-04 04:07:02.979617,carottes,produce,87,101,14,5.585928114909764,0,4,7,0,1,35.29055187570484
2025-07-04 04:07:02.979617,pommes,produce,52,58,6,3.3821369760232365,0,4,7,0,1,9.468075665118704
2025-07-04 04:07:02.979617,bananes,produce,45,52,7,5.745578966419499,0,4,7,0,1,0.5500293603337463
2025-07-03 04:07:02.979618,lait_frais,dairy,35,47,12,10.354529267410673,0,3,7,0,1,-10.884112356728457
2025-07-03 04:07:02.979618,yaourt,dairy,85,97,12,6.649680691391637,0,3,7,0,1,25.60502959355684
2025-07-03 04:07:02.979618,fromage,dairy,40,47,7,14.888223571555699,0,3,7,0,1,-0.6727746491353453
2025-07-03 04:07:02.979618,steak_boeuf,meat,43,56,13,2.7207565555914295,0,3,7,0,1,-10.74661039432863
2025-07-03 04:07:02.979618,poulet_frais,meat,38,50,12,6.001387554381907,0,3,7,0,1,-4.289807173724197
2025-07-03 04:07:02.979618,saumon,fish,61,69,8,5.60608021527126,0,3,7,0,1,9.647698943024457
2025-07-03 04:07:02.979618,crevettes,fish,38,52,14,13.268092879335125,0,3,7,0,1,-9.980946277690352
2025-07-03 04:07:02.979618,tomates,produce,45,55,10,10.657494998602667,0,3,7,0,1,-17.54284852822499
2025-07-03 04:07:02.979618,salade,produce,69,80,11,10.7332151804683,0,3,7,0,1,19.120054690526974
2025-07-03 04:07:02.979618,carottes,produce,59,65,6,1.061034119392126,0,3,7,0,1,11.640601525859376
2025-07-03 04:07:02.979618,pommes,produce,60,67,7,7.20079737258749,0,3,7,0,1,-2.7688935576880356
2025-07-03 04:07:02.979618,bananes,produce,50,62,12,2.3952949090748623,0,3,7,0,1,-6.717207892580773
2025-07-02 04:07:02.979619,lait_frais,dairy,44,50,6,9.100194880301297,0,2,7,0,1,-0.05106632027225022
2025-07-02 04:07:02.979619,yaourt,dairy,50,63,13,9.774973438725825,0,2,7,0,1,3.9876376442481427
2025-07-02 04:07:02.979619,fromage,dairy,55,62,7,7.760522112380381,0,2,7,0,1,2.9137898481594595
2025-07-02 04:07:02.979619,steak_boeuf,meat,50,61,11,1.5348389726034748,0,2,7,0,1,0.321850870368397
2025-07-02 04:07:02.979619,poulet_frais,meat,55,61,6,14.720727201670787,0,2,7,0,1,3.1047275418075144
2025-07-02 04:07:02.979619,saumon,fish,36,48,12,10.009729721823845,0,2,7,0,1,-11.27263792554147
2025-07-02 04:07:02.979619,crevettes,fish,45,61,16,13.095101304439368,1,2,7,0,1,-22.8577724449495
2025-07-02 04:07:02.979619,tomates,produce,36,49,13,8.907468280409546,0,2,7,0,1,-7.825913625481332
2025-07-02 04:07:02.979619,salade,produce,56,70,14,8.273025966709735,0,2,7,0,1,9.677944690034261
2025-07-02 04:07:02.979619,carottes,produce,52,64,12,11.3079185829679,0,2,7,0,1,3.9899215750169557
2025-07-02 04:07:02.979619,pommes,produce,53,57,4,8.760516373171175,0,2,7,0,1,2.3622364626423304
2025-07-02 04:07:02.979619,bananes,produce,36,44,8,10.081730595462496,0,2,7,0,1,-9.391555697706817
2025-07-01 04:07:02.979620,lait_frais,dairy,78,89,11,3.852043505887332,1,1,7,0,1,5.5872383694448535
2025-07-01 04:07:02.979620,yaourt,dairy,45,55,10,14.687979379557,0,1,7,0,1,-1.5647737612315848
2025-07-01 04:07:02.979620,fromage,dairy,40,49,9,5.7680631238956614,0,1,7,0,1,0.5305931293261903
2025-07-01 04:07:02.979620,steak_boeuf,meat,54,65,11,6.137409645437934,0,1,7,0,1,8.652897561352498
2025-07-01 04:07:02.979620,poulet_frais,meat,35,48,13,10.225199115086399,0,1,7,0,1,-2.2001802765967406
2025-07-01 04:07:02.979620,saumon,fish,43,51,8,6.347412266633763,0,1,7,0,1,-1.2740687238995974
2025-07-01 04:07:02.979620,crevettes,fish,64,78,14,11.073817785716088,0,1,7,0,1,13.140749815246043
2025-07-01 04:07:02.979620,tomates,produce,30,37,7,5.428092882158742,0,1,7,0,1,-9.487486952680001
2025-07-01 04:07:02.979620,salade,produce,82,92,10,8.659786995964609,1,1,7,0,1,13.42180131244854
2025-07-01 04:07:02.979620,carottes,produce,12,19,7,3.816421539594611,0,1,7,0,1,-19.34087745459577
2025-07-01 04:07:02.979620,pommes,produce,56,66,10,8.070392646082738,0,1,7,0,1,-5.2799402176561365
2025-07-01 04:07:02.979620,bananes,produce,62,75,13,8.24010507197428,1,1,7,0,1,13.530691601664074
2025-06-30 04:07:02.979621,lait_frais,dairy,53,60,7,7.5778360897714485,0,0,6,0,1,6.865677467531761
2025-06-30 04:07:02.979621,yaourt,dairy,53,59,6,14.718802058953324,0,0,6,0,1,7.41073780682286
2025-06-30 04:07:02.979621,fromage,dairy,36,48,12,13.209484892452135,0,0,6,0,1,-7.4238637043073465
2025-06-30 04:07:02.979621,steak_boeuf,meat,63,72,9,12.088043765822743,1,0,6,0,1,-1.1599707232153356
2025-06-30 04:07:02.979621,poulet_frais,meat,41,54,13,11.043649775672943,0,0,6,0,1,-4.146305088140306
2025-06-30 04:07:02.979621,saumon,fish,57,67,10,7.65917043294884,0,0,6,0,1,-7.243025342076668
2025-06-30 04:07:02.979621,crevettes,fish,67,85,18,9.415157315505018,0,0,6,0,1,7.474449714270559
2025-06-30 04:07:02.979621,tomates,produce,46,54,8,8.731111922433852,0,0,6,0,1,2.9787619102384517
2025-06-30 04:07:02.979621,salade,produce,76,86,10,6.7546607097848135,0,0,6,0,1,23.674143640271215
2025-06-30 04:07:02.979621,carottes,produce,43,53,10,7.960153422360204,0,0,6,0,1,-3.777648875224771
2025-06-30 04:07:02.979621,pommes,produce,60,71,11,6.625111384667093,1,0,6,0,1,-0.5739746378679375
2025-06-30 04:07:02.979621,bananes,produce,60,66,6,4.998772395570079,0,0,6,0,1,-0.5080078861953354
2025-06-29 04:07:02.979623,lait_frais,dairy,51,64,13,1.080789258101552,0,6,6,1,1,-8.538230875043771
2025-06-29 04:07:02.979623,yaourt,dairy,56,68,12,11.092505066729368,0,6,6,1,1,-6.431833420270304
2025-06-29 04:07:02.979623,fromage,dairy,97,106,9,7.668736108921126,1,6,6,1,1,7.191686663554372
2025-06-29 04:07:02.979623,steak_boeuf,meat,96,112,16,6.633187553579241,0,6,6,1,1,18.197717873125974
2025-06-29 04:07:02.979623,poulet_frais,meat,67,75,8,13.983129732461748,0,6,6,1,1,1.8299444964526042
2025-06-29 04:07:02.979623,saumon,fish,54,66,12,2.716164191100562,0,6,6,1,1,-8.342713430679655
2025-06-29 04:07:02.979623,crevettes,fish,70,75,5,10.659500999769074,0,6,6,1,1,-7.749628240639847
2025-06-29 04:07:02.979623,tomates,produce,74,86,12,13.808406101701056,0,6,6,1,1,13.68094236814898
2025-06-29 04:07:02.979623,salade,produce,58,69,11,5.258173562796511,0,6,6,1,1,-6.25916017684602
2025-06-29 04:07:02.979623,carottes,produce,61,67,6,8.097021625080721,0,6,6,1,1,-9.782549380604774
2025-06-29 04:07:02.979623,pommes,produce,58,66,8,8.306382466984696,0,6,6,1,1,-10.501865373616695
2025-06-29 04:07:02.979623,bananes,produce,58,66,8,8.576632781998342,0,6,6,1,1,-9.722982447348347
2025-06-28 04:07:02.979624,lait_frais,dairy,78,90,12,12.484101448528483,1,5,6,1,1,-4.554670562497405
2025-06-28 04:07:02.979624,yaourt,dairy,65,75,10,8.911033080721474,0,5,6,1,1,2.4495709317200394
2025-06-28 04:07:02.979624,fromage,dairy,93,103,10,2.9454386734848272,1,5,6,1,1,-0.36580039876845794
2025-06-28 04:07:02.979624,steak_boeuf,meat,41,49,8,5.898063719114699,0,5,6,1,1,-17.378046158464993
2025-06-28 04:07:02.979624,poulet_frais,meat,79,88,9,11.155454423265656,1,5,6,1,1,-9.154770290902924
2025-06-28 04:07:02.979624,saumon,fish,68,84,16,3.9123438782654842,0,5,6,1,1,1.2645921906069004
2025-06-28 04:07:02.979624,crevettes,fish,71,83,12,3.95768083713475,0,5,6,1,1,10.38012527315962
2025-06-28 04:07:02.979624,tomates,produce,68,78,10,11.664397890573223,0,5,6,1,1,7.642132033388553
2025-06-28 04:07:02.979624,salade,produce,84,91,7,12.033665159233065,1,5,6,1,1,-3.1267716965327597
2025-06-28 04:07:02.979624,carottes,produce,85,97,12,12.62350269893939,1,5,6,1,1,-7.9598891000875405
2025-06-28 04:07:02.979624,pommes,produce,63,74,11,3.684828416111394,0,5,6,1,1,0.44062567406599357
2025-06-28 04:07:02.979624,bananes,produce,33,42,9,5.1717171252717735,0,5,6,1,1,-18.357687561770902
2025-06-27 04:07:02.979625,lait_frais,dairy,82,90,8,8.688016213380315,1,4,6,0,1,10.522111559570586
2025-06-27 04:07:02.979625,yaourt,dairy,44,54,10,1.3159757520281972,0,4,6,0,1,0.9743411029730303
2025-06-27 04:07:02.979625,fromage,dairy,36,45,9,8.487213676868354,0,4,6,0,1,-17.941435111986003
2025-06-27 04:07:02.979625,steak_boeuf,meat,48,53,5,1.9922038091682301,0,4,6,0,1,5.39764512828342
2025-06-27 04:07:02.979625,poulet_frais,meat,89,99,10,6.623143760701324,1,4,6,0,1,17.649138055507713
2025-06-27 04:07:02.979625,saumon,fish,72,79,7,5.0690015702914355,0,4,6,0,1,27.922088679099613
2025-06-27 04:07:02.979625,crevettes,fish,36,48,12,2.462753534309685,0,4,6,0,1,-9.096897884083344
2025-06-27 04:07:02.979625,tomates,produce,51,63,12,5.461761601995563,0,4,6,0,1,7.595000375161222
2025-06-27 04:07:02.979625,salade,produce,65,72,7,13.19780591330164,1,4,6,0,1,-3.230423687730068
2025-06-27 04:07:02.979625,carottes,produce,49,59,10,14.364927128090557,0,4,6,0,1,-3.6723700079928583
2025-06-27 04:07:02.979625,pommes,produce,89,103,14,2.483382758816668,1,4,6,0,1,19.18606333876208
2025-06-27 04:07:02.979625,bananes,produce,36,47,11,3.608434871259469,0,4,6,0,1,-3.532641354381582
2025-06-26 04:07:02.979626,lait_frais,dairy,32,38,6,7.49981317054076,0,3,6,0,1,-6.026243046145574
2025-06-26 04:07:02.979626,yaourt,dairy,70,77,7,11.304243157114703,1,3,6,0,1,0.01783041104608902
2025-06-26 04:07:02.979626,fromage,dairy,44,55,11,3.244326553217964,0,3,6,0,1,-6.673333812164803
2025-06-26 04:07:02.979626,steak_boeuf,meat,28,40,12,3.646241958450961,0,3,6,0,1,-22.41915934508913
2025-06-26 04:07:02.979626,poulet_frais,meat,25,37,12,7.449589628749873,0,3,6,0,1,-23.78996040753224
2025-06-26 04:07:02.979626,saumon,fish,86,103,17,14.06778648629377,1,3,6,0,1,6.700496718155238
2025-06-26 04:07:02.979626,crevettes,fish,32,45,13,9.30418393737988,0,3,6,0,1,-14.851861626999321
2025-06-26 04:07:02.979626,tomates,produce,22,32,10,2.5030556583093486,0,3,6,0,1,-20.49474485669681
2025-06-26 04:07:02.979626,salade,produce,47,58,11,12.574187077547949,0,3,6,0,1,6.098800471904189
2025-06-26 04:07:02.979626,carottes,produce,39,50,11,2.0118039261589207,0,3,6,0,1,-0.39926463373363774
2025-06-26 04:07:02.979626,pommes,produce,38,53,15,12.546124297076883,0,3,6,0,1,-15.255717080610838
2025-06-26 04:07:02.979626,bananes,produce,36,39,3,5.721328511701789,0,3,6,0,1,-11.541633847795413
2025-06-25 04:07:02.979627,lait_frais,dairy,58,71,13,6.691949310676874,0,2,6,0,1,3.6300428480607687
2025-06-25 04:07:02.979627,yaourt,dairy,29,35,6,6.5564316951488655,0,2,6,0,1,-17.210775209604694
2025-06-25 04:07:02.979627,fromage,dairy,23,32,9,11.814969845348394,0,2,6,0,1,-21.529135157575155
2025-06-25 04:07:02.979627,steak_boeuf,meat,41,51,10,11.321187481497574,0,2,6,0,1,-0.30786502413415195
2025-06-25 04:07:02.979627,poulet_frais,meat,57,64,7,2.001042340642895,0,2,6,0,1,3.96366956467351
2025-06-25 04:07:02.979627,saumon,fish,49,57,8,13.21086340598453,0,2,6,0,1,1.6974776797066171
2025-06-25 04:07:02.979627,crevettes,fish,38,50,12,3.7848353923211455,0,2,6,0,1,4.853599075531901
2025-06-25 04:07:02.979627,tomates,produce,55,65,10,2.8502648853503314,0,2,6,0,1,-8.491048509902235
2025-06-25 04:07:02.979627,salade,produce,48,55,7,3.266538540733018,0,2,6,0,1,1.6279661809991253
2025-06-25 04:07:02.979627,carottes,produce,58,65,7,12.44162976582532,0,2,6,0,1,14.950303097358375
2025-06-25 04:07:02.979627,pommes,produce,61,68,7,11.957121879520273,0,2,6,0,1,10.729296145073466
2025-06-25 04:07:02.979627,bananes,produce,40,46,6,9.119549482844,0,2,6,0,1,-8.533994740391114
2025-06-24 04:07:02.979628,lait_frais,dairy,44,57,13,7.308154899425643,0,1,6,0,1,-20.68375715431032
2025-06-24 04:07:02.979628,yaourt,dairy,45,54,9,12.851710861478079,0,1,6,0,1,0.8939527893161326
2025-06-24 04:07:02.979628,fromage,dairy,55,62,7,12.200761711319199,0,1,6,0,1,7.597872369530771
2025-06-24 04:07:02.979628,steak_boeuf,meat,38,47,9,8.768737673555725,0,1,6,0,1,-8.395275580176573
2025-06-24 04:07:02.979628,poulet_frais,meat,34,44,10,4.806050174162821,0,1,6,0,1,-8.385006163839522
2025-06-24 04:07:02.979628,saumon,fish,34,44,10,11.303095487124237,0,1,6,0,1,-7.4248677776959955
2025-06-24 04:07:02.979628,crevettes,fish,54,66,12,11.961078418358142,0,1,6,0,1,-2.3389780045359396
2025-06-24 04:07:02.979628,tomates,produce,53,64,11,1.4616772115563077,0,1,6,0,1,-1.9609321067693788
2025-06-24 04:07:02.979628,salade,produce,66,74,8,14.058907745628282,0,1,6,0,1,8.918630221607488
2025-06-24 04:07:02.979628,carottes,produce,35,48,13,4.772860701867087,0,1,6,0,1,-11.132948341146312
2025-06-24 04:07:02.979628,pommes,produce,40,48,8,6.899277176993969,0,1,6,0,1,-2.4733596389641814
2025-06-24 04:07:02.979628,bananes,produce,60,71,11,6.498999048601869,0,1,6,0,1,3.3323053499002175
2025-06-23 04:07:02.979629,lait_frais,dairy,46,56,10,4.703648007164584,0,0,6,0,1,-4.0415715947930275
2025-06-23 04:07:02.979629,yaourt,dairy,70,81,11,14.024916479862949,1,0,6,0,1,0.01794872878107085
